,Calendar_Year,Calendar_Month,Route,Average_Daily_Ridership,city
2731,2019,6,61,3662,Philadelphia
2732,2019,6,62,237,Philadelphia
2733,2019,6,64,4208,Philadelphia
2734,2019,6,65,6766,Philadelphia
2735,2019,6,66,8497,Philadelphia
2736,2019,6,67,2622,Philadelphia
2737,2019,6,68,2009,Philadelphia
2738,2019,6,70,4911,Philadelphia
2739,2019,6,73,1543,Philadelphia
2740,2019,6,75,3320,Philadelphia
2741,2019,6,77,656,Philadelphia
2742,2019,6,78,101,Philadelphia
2743,2019,6,79,3524,Philadelphia
2744,2019,6,80,219,Philadelphia
2745,2019,6,84,2375,Philadelphia
2746,2019,6,88,1224,Philadelphia
2747,2019,6,89,1525,Philadelphia
2748,2019,6,90,443,Philadelphia
2749,2019,6,92,310,Philadelphia
2750,2019,6,93,1216,Philadelphia
2751,2019,6,94,395,Philadelphia
2752,2019,6,95,513,Philadelphia
2753,2019,6,96,1216,Philadelphia
2754,2019,6,97,659,Philadelphia
2755,2019,6,98,904,Philadelphia
2756,2019,6,99,1236,Philadelphia
2757,2019,6,D1,3553,Philadelphia
2758,2019,6,D2,3600,Philadelphia
2759,2019,6,103,1126,Philadelphia
2760,2019,6,104,3119,Philadelphia
2761,2019,6,105,1123,Philadelphia
2762,2019,6,106,1168,Philadelphia
2763,2019,6,107,940,Philadelphia
2764,2019,6,108,5155,Philadelphia
2765,2019,6,109,4369,Philadelphia
2766,2019,6,110,1773,Philadelphia
2767,2019,6,111,1287,Philadelphia
2768,2019,6,112,808,Philadelphia
2769,2019,6,113,6673,Philadelphia
2770,2019,6,114,1881,Philadelphia
2771,2019,6,115,982,Philadelphia
2772,2019,6,117,1792,Philadelphia
2773,2019,6,118,384,Philadelphia
2774,2019,6,119,754,Philadelphia
2775,2019,6,120,249,Philadelphia
2776,2019,6,123,924,Philadelphia
2777,2019,6,124,1770,Philadelphia
2778,2019,6,125,2241,Philadelphia
2779,2019,6,126,601,Philadelphia
2780,2019,6,127,325,Philadelphia
2781,2019,6,128,378,Philadelphia
2782,2019,6,129,915,Philadelphia
2783,2019,6,130,531,Philadelphia
2784,2019,6,131,631,Philadelphia
2785,2019,6,132,327,Philadelphia
2786,2019,6,133,83,Philadelphia
2787,2019,6,139,400,Philadelphia
2788,2019,6,150,30,Philadelphia
2789,2019,6,201,149,Philadelphia
2790,2019,6,204,206,Philadelphia
2791,2019,6,205,69,Philadelphia
2792,2019,6,206,137,Philadelphia
2793,2019,6,310,432,Philadelphia
2794,2019,6,311,209,Philadelphia
2795,2019,6,47M,851,Philadelphia
2796,2019,6,BLVDDIR,2946,Philadelphia
2797,2019,6,B1 OWL,1752,Philadelphia
2798,2019,6,63,12077,Philadelphia
2799,2019,6,71,4469,Philadelphia
2800,2019,6,41,2035,Philadelphia
2801,2019,6,K,6751,Philadelphia
2802,2019,6,51,5822,Philadelphia
2803,2019,6,LUCYGO,1579,Philadelphia
2804,2019,6,LUCYGR,1116,Philadelphia
2805,2019,6,L1 OWL,1966,Philadelphia
2806,2019,6,82,7244,Philadelphia
2807,2019,6,81,4454,Philadelphia
2808,2019,7,1,2216,Philadelphia
2809,2019,7,2,4331,Philadelphia
2810,2019,7,3,7175,Philadelphia
2811,2019,7,4,6729,Philadelphia
2812,2019,7,5,2936,Philadelphia
2813,2019,7,6,4811,Philadelphia
2814,2019,7,7,4446,Philadelphia
2815,2019,7,8,1425,Philadelphia
2816,2019,7,9,4178,Philadelphia
2817,2019,7,T1,8859,Philadelphia
2818,2019,7,T4,11650,Philadelphia
2819,2019,7,12,2304,Philadelphia
2820,2019,7,T3,11665,Philadelphia
2821,2019,7,14,5331,Philadelphia
2822,2019,7,G1,8870,Philadelphia
2823,2019,7,16,6740,Philadelphia
2824,2019,7,17,8283,Philadelphia
2825,2019,7,18,10569,Philadelphia
2826,2019,7,19,1084,Philadelphia
2827,2019,7,20,3902,Philadelphia
2828,2019,7,21,9638,Philadelphia
2829,2019,7,22,3911,Philadelphia
2830,2019,7,23,12678,Philadelphia
2831,2019,7,24,1825,Philadelphia
2832,2019,7,25,3586,Philadelphia
2833,2019,7,26,7421,Philadelphia
2834,2019,7,27,3354,Philadelphia
2835,2019,7,28,1102,Philadelphia
2836,2019,7,29,3361,Philadelphia
2837,2019,7,30,1141,Philadelphia
2838,2019,7,31,4035,Philadelphia
2839,2019,7,32,3927,Philadelphia
2840,2019,7,33,10359,Philadelphia
2841,2019,7,T2,11522,Philadelphia
2842,2019,7,35,130,Philadelphia
2843,2019,7,T5,11854,Philadelphia
2844,2019,7,37,3102,Philadelphia
2845,2019,7,38,2659,Philadelphia
2846,2019,7,39,1852,Philadelphia
2847,2019,7,40,6234,Philadelphia
2848,2019,7,42,8866,Philadelphia
2849,2019,7,43,2361,Philadelphia
2850,2019,7,44,3369,Philadelphia
2851,2019,7,45,4798,Philadelphia
2852,2019,7,46,4565,Philadelphia
2853,2019,7,47,14015,Philadelphia
2854,2019,7,48,6967,Philadelphia
2855,2019,7,49,2561,Philadelphia
2856,2019,7,50,1813,Philadelphia
2857,2019,7,52,11401,Philadelphia
2858,2019,7,53,2196,Philadelphia
2859,2019,7,54,5646,Philadelphia
2860,2019,7,55,4429,Philadelphia
2861,2019,7,56,9082,Philadelphia
2862,2019,7,57,8325,Philadelphia
2863,2019,7,58,6142,Philadelphia
2864,2019,7,59,3668,Philadelphia
2865,2019,7,60,8610,Philadelphia
2866,2019,7,61,3518,Philadelphia
2867,2019,7,62,204,Philadelphia
2868,2019,7,64,4251,Philadelphia
2869,2019,7,65,6878,Philadelphia
2870,2019,7,66,8609,Philadelphia
2871,2019,7,67,2624,Philadelphia
2872,2019,7,68,1814,Philadelphia
2873,2019,7,70,4866,Philadelphia
2874,2019,7,73,1531,Philadelphia
2875,2019,7,75,3320,Philadelphia
2876,2019,7,77,604,Philadelphia
2877,2019,7,78,111,Philadelphia
2878,2019,7,79,3931,Philadelphia
2879,2019,7,80,257,Philadelphia
2880,2019,7,84,2331,Philadelphia
2881,2019,7,88,1128,Philadelphia
2882,2019,7,89,1554,Philadelphia
2883,2019,7,90,437,Philadelphia
2884,2019,7,92,309,Philadelphia
2885,2019,7,93,1215,Philadelphia
2886,2019,7,94,366,Philadelphia
2887,2019,7,95,528,Philadelphia
2888,2019,7,96,1204,Philadelphia
2889,2019,7,97,653,Philadelphia
2890,2019,7,98,910,Philadelphia
2891,2019,7,99,1273,Philadelphia
2892,2019,7,D1,3553,Philadelphia
2893,2019,7,D2,3600,Philadelphia
2894,2019,7,103,1149,Philadelphia
2895,2019,7,104,3137,Philadelphia
2896,2019,7,105,1161,Philadelphia
2897,2019,7,106,1230,Philadelphia
2898,2019,7,107,958,Philadelphia
2899,2019,7,108,5152,Philadelphia
2900,2019,7,109,4516,Philadelphia
2901,2019,7,110,1767,Philadelphia
2902,2019,7,111,1352,Philadelphia
2903,2019,7,112,861,Philadelphia
2904,2019,7,113,6649,Philadelphia
2905,2019,7,114,1789,Philadelphia
2906,2019,7,115,995,Philadelphia
2907,2019,7,117,1849,Philadelphia
2908,2019,7,118,419,Philadelphia
2909,2019,7,119,721,Philadelphia
2910,2019,7,120,233,Philadelphia
2911,2019,7,123,978,Philadelphia
2912,2019,7,124,1870,Philadelphia
2913,2019,7,125,2399,Philadelphia
2914,2019,7,126,573,Philadelphia
2915,2019,7,127,356,Philadelphia
2916,2019,7,128,342,Philadelphia
2917,2019,7,129,935,Philadelphia
2918,2019,7,130,562,Philadelphia
2919,2019,7,131,620,Philadelphia
2920,2019,7,132,382,Philadelphia
2921,2019,7,133,92,Philadelphia
2922,2019,7,139,379,Philadelphia
2923,2019,7,150,33,Philadelphia
2924,2019,7,201,154,Philadelphia
2925,2019,7,204,201,Philadelphia
2926,2019,7,205,68,Philadelphia
2927,2019,7,206,140,Philadelphia
2928,2019,7,310,446,Philadelphia
2929,2019,7,311,203,Philadelphia
2930,2019,7,47M,817,Philadelphia
2931,2019,7,BLVDDIR,3047,Philadelphia
2932,2019,7,B1 OWL,1795,Philadelphia
2933,2019,7,63,11999,Philadelphia
2934,2019,7,71,4012,Philadelphia
2935,2019,7,41,2187,Philadelphia
2936,2019,7,K,6904,Philadelphia
2937,2019,7,51,5691,Philadelphia
2938,2019,7,LUCYGO,1770,Philadelphia
2939,2019,7,LUCYGR,1160,Philadelphia
2940,2019,7,L1 OWL,1686,Philadelphia
2941,2019,7,82,7413,Philadelphia
2942,2019,7,81,4341,Philadelphia
2943,2019,8,1,2282,Philadelphia
2944,2019,8,2,4062,Philadelphia
2945,2019,8,3,7309,Philadelphia
2946,2019,8,4,6082,Philadelphia
2947,2019,8,5,2944,Philadelphia
2948,2019,8,6,4862,Philadelphia
2949,2019,8,7,4459,Philadelphia
2950,2019,8,8,1466,Philadelphia
2951,2019,8,9,4258,Philadelphia
2952,2019,8,T1,8859,Philadelphia
2953,2019,8,T4,12104,Philadelphia
2954,2019,8,12,2466,Philadelphia
2955,2019,8,T3,13129,Philadelphia
2956,2019,8,14,5352,Philadelphia
2957,2019,8,G1,8870,Philadelphia
2958,2019,8,16,6637,Philadelphia
2959,2019,8,17,8838,Philadelphia
2960,2019,8,18,10737,Philadelphia
2961,2019,8,19,1104,Philadelphia
2962,2019,8,20,4014,Philadelphia
2963,2019,8,21,9415,Philadelphia
2964,2019,8,22,3958,Philadelphia
2965,2019,8,23,12757,Philadelphia
2966,2019,8,24,1841,Philadelphia
2967,2019,8,25,3618,Philadelphia
2968,2019,8,26,7864,Philadelphia
2969,2019,8,27,3513,Philadelphia
2970,2019,8,28,1162,Philadelphia
2971,2019,8,29,3194,Philadelphia
2972,2019,8,30,1152,Philadelphia
2973,2019,8,31,4194,Philadelphia
2974,2019,8,32,4023,Philadelphia
2975,2019,8,33,10191,Philadelphia
2976,2019,8,T2,11504,Philadelphia
2977,2019,8,35,136,Philadelphia
2978,2019,8,T5,14255,Philadelphia
2979,2019,8,37,3407,Philadelphia
2980,2019,8,38,2721,Philadelphia
2981,2019,8,39,1718,Philadelphia
2982,2019,8,40,6202,Philadelphia
2983,2019,8,42,9316,Philadelphia
2984,2019,8,43,2320,Philadelphia
2985,2019,8,44,3393,Philadelphia
2986,2019,8,45,4774,Philadelphia
2987,2019,8,46,4603,Philadelphia
2988,2019,8,47,14685,Philadelphia
2989,2019,8,48,6912,Philadelphia
2990,2019,8,49,2631,Philadelphia
2991,2019,8,50,1894,Philadelphia
2992,2019,8,52,11366,Philadelphia
2993,2019,8,53,2088,Philadelphia
2994,2019,8,54,5789,Philadelphia
2995,2019,8,55,4520,Philadelphia
2996,2019,8,56,8428,Philadelphia
2997,2019,8,57,8044,Philadelphia
2998,2019,8,58,6513,Philadelphia
2999,2021,6,127,145,Philadelphia
3000,2021,6,128,219,Philadelphia
3001,2021,6,129,522,Philadelphia
3002,2021,6,130,337,Philadelphia
3003,2021,6,131,344,Philadelphia
3004,2021,6,132,212,Philadelphia
3005,2021,6,133,40,Philadelphia
3006,2021,6,139,229,Philadelphia
3007,2021,6,150,26,Philadelphia
3008,2021,6,201,35,Philadelphia
3009,2021,6,204,104,Philadelphia
3010,2021,6,206,53,Philadelphia
3011,2021,6,310,230,Philadelphia
3012,2021,6,311,104,Philadelphia
3013,2021,6,47M,577,Philadelphia
3014,2021,6,BLVDDIR,1650,Philadelphia
3015,2021,6,B1 OWL,981,Philadelphia
3016,2021,6,63,6935,Philadelphia
3017,2021,6,71,2199,Philadelphia
3018,2021,6,41,1202,Philadelphia
3019,2021,6,K,4057,Philadelphia
3020,2021,6,51,2712,Philadelphia
3021,2021,6,LUCYGO,502,Philadelphia
3022,2021,6,LUCYGR,340,Philadelphia
3023,2021,6,L1 OWL,1101,Philadelphia
3024,2021,6,82,4127,Philadelphia
3025,2021,6,81,2309,Philadelphia
3026,2021,7,1,1365,Philadelphia
3027,2021,7,2,2218,Philadelphia
3028,2021,7,3,4099,Philadelphia
3029,2021,7,4,3173,Philadelphia
3030,2021,7,5,1395,Philadelphia
3031,2021,7,6,2791,Philadelphia
3032,2021,7,7,2707,Philadelphia
3033,2021,7,8,693,Philadelphia
3034,2021,7,9,2013,Philadelphia
3035,2021,7,T1,3278,Philadelphia
3036,2021,7,T4,4311,Philadelphia
3037,2021,7,12,1436,Philadelphia
3038,2021,7,T3,4316,Philadelphia
3039,2021,7,14,3092,Philadelphia
3040,2021,7,G1,5233,Philadelphia
3041,2021,7,16,3647,Philadelphia
3042,2021,7,17,4804,Philadelphia
3043,2021,7,18,6130,Philadelphia
3044,2021,7,19,581,Philadelphia
3045,2021,7,20,2133,Philadelphia
3046,2021,7,21,5782,Philadelphia
3047,2021,7,22,2181,Philadelphia
3048,2021,7,23,8591,Philadelphia
3049,2021,7,24,1013,Philadelphia
3050,2021,7,25,2198,Philadelphia
3051,2021,7,26,4738,Philadelphia
3052,2021,7,27,1726,Philadelphia
3053,2021,7,28,572,Philadelphia
3054,2021,7,29,1866,Philadelphia
3055,2021,7,30,646,Philadelphia
3056,2021,7,31,2449,Philadelphia
3057,2021,7,32,2057,Philadelphia
3058,2021,7,33,6008,Philadelphia
3059,2021,7,T2,4263,Philadelphia
3060,2021,7,35,72,Philadelphia
3061,2021,7,T5,4386,Philadelphia
3062,2021,7,37,1704,Philadelphia
3063,2021,7,38,1481,Philadelphia
3064,2021,7,39,878,Philadelphia
3065,2021,7,40,4256,Philadelphia
3066,2021,7,42,5708,Philadelphia
3067,2021,7,43,1119,Philadelphia
3068,2021,7,44,1749,Philadelphia
3069,2021,7,45,3264,Philadelphia
3070,2021,7,46,2488,Philadelphia
3071,2021,7,47,9909,Philadelphia
3072,2021,7,48,4041,Philadelphia
3073,2021,7,49,1596,Philadelphia
3074,2021,7,50,1110,Philadelphia
3075,2021,7,52,6690,Philadelphia
3076,2021,7,53,1175,Philadelphia
3077,2021,7,54,3275,Philadelphia
3078,2021,7,55,2569,Philadelphia
3079,2021,7,56,5267,Philadelphia
3080,2021,7,57,4454,Philadelphia
3081,2021,7,58,3548,Philadelphia
3082,2021,7,59,2017,Philadelphia
3083,2021,7,60,4994,Philadelphia
3084,2021,7,61,2180,Philadelphia
3085,2021,7,62,66,Philadelphia
3086,2021,7,64,2873,Philadelphia
3087,2021,7,65,3862,Philadelphia
3088,2021,7,66,4735,Philadelphia
3089,2021,7,67,1333,Philadelphia
3090,2021,7,68,1291,Philadelphia
3091,2021,7,70,2820,Philadelphia
3092,2021,7,73,883,Philadelphia
3093,2021,7,75,1826,Philadelphia
3094,2021,7,77,386,Philadelphia
3095,2021,7,78,64,Philadelphia
3096,2021,7,79,2430,Philadelphia
3097,2021,7,80,88,Philadelphia
3098,2021,7,84,1308,Philadelphia
3099,2021,7,88,570,Philadelphia
3100,2021,7,89,830,Philadelphia
3101,2021,7,90,229,Philadelphia
3102,2021,7,92,135,Philadelphia
3103,2021,7,93,648,Philadelphia
3104,2021,7,94,165,Philadelphia
3105,2021,7,95,243,Philadelphia
3106,2021,7,96,695,Philadelphia
3107,2021,7,97,386,Philadelphia
3108,2021,7,98,413,Philadelphia
3109,2021,7,99,696,Philadelphia
3110,2021,7,D1,1315,Philadelphia
3111,2021,7,D2,1332,Philadelphia
3112,2021,7,103,466,Philadelphia
3113,2021,7,104,1738,Philadelphia
3114,2021,7,105,693,Philadelphia
3115,2021,7,106,599,Philadelphia
3116,2021,7,107,523,Philadelphia
3117,2021,7,108,3061,Philadelphia
3118,2021,7,109,2627,Philadelphia
3119,2021,7,110,1157,Philadelphia
3120,2021,7,111,696,Philadelphia
3121,2021,7,112,276,Philadelphia
3122,2021,7,113,3920,Philadelphia
3123,2021,7,114,1013,Philadelphia
3124,2021,7,115,497,Philadelphia
3125,2021,7,117,1074,Philadelphia
3126,2021,7,118,173,Philadelphia
3127,2021,7,119,409,Philadelphia
3128,2021,7,120,136,Philadelphia
3129,2021,7,123,508,Philadelphia
3130,2021,7,124,905,Philadelphia
3131,2021,7,125,997,Philadelphia
3132,2021,7,126,289,Philadelphia
3133,2021,7,127,175,Philadelphia
3134,2021,7,128,214,Philadelphia
3135,2021,7,129,506,Philadelphia
3136,2021,7,130,317,Philadelphia
3137,2021,7,131,351,Philadelphia
3138,2021,7,132,211,Philadelphia
3139,2021,7,133,40,Philadelphia
3140,2021,7,139,231,Philadelphia
3141,2021,7,150,35,Philadelphia
3142,2021,7,201,39,Philadelphia
3143,2021,7,204,106,Philadelphia
3144,2021,7,206,47,Philadelphia
3145,2021,7,310,205,Philadelphia
3146,2021,7,311,100,Philadelphia
3147,2021,7,47M,590,Philadelphia
3148,2021,7,BLVDDIR,1767,Philadelphia
3149,2021,7,B1 OWL,1041,Philadelphia
3150,2021,7,63,7258,Philadelphia
3151,2021,7,71,2283,Philadelphia
3152,2021,7,41,1244,Philadelphia
3153,2021,7,K,4196,Philadelphia
3154,2021,7,51,2963,Philadelphia
3155,2021,7,LUCYGO,540,Philadelphia
3156,2021,7,LUCYGR,364,Philadelphia
3157,2021,7,L1 OWL,978,Philadelphia
3158,2021,7,82,4296,Philadelphia
3159,2021,7,81,2453,Philadelphia
3160,2021,8,1,1430,Philadelphia
3161,2021,8,2,2490,Philadelphia
3162,2021,8,3,4262,Philadelphia
3163,2021,8,4,3389,Philadelphia
3164,2021,8,5,1381,Philadelphia
3165,2021,8,6,2868,Philadelphia
3166,2021,8,7,2769,Philadelphia
3167,2021,8,8,698,Philadelphia
3168,2021,8,9,2143,Philadelphia
3169,2021,8,T1,3455,Philadelphia
3170,2021,8,T4,4720,Philadelphia
3171,2021,8,12,1381,Philadelphia
3172,2021,8,T3,5120,Philadelphia
3173,2021,8,14,3158,Philadelphia
3174,2021,8,G1,4790,Philadelphia
3175,2021,8,16,3970,Philadelphia
3176,2021,8,17,5214,Philadelphia
3177,2021,8,18,6335,Philadelphia
3178,2021,8,19,565,Philadelphia
3179,2021,8,20,2164,Philadelphia
3180,2021,8,21,6087,Philadelphia
3181,2021,8,22,2345,Philadelphia
3182,2021,8,23,8801,Philadelphia
3183,2021,8,24,995,Philadelphia
3184,2021,8,25,2208,Philadelphia
3185,2021,8,26,4772,Philadelphia
3186,2021,8,27,1778,Philadelphia
3187,2021,8,28,593,Philadelphia
3188,2021,8,29,1896,Philadelphia
3189,2021,8,30,670,Philadelphia
3190,2021,8,31,2512,Philadelphia
3191,2021,8,32,2096,Philadelphia
3192,2021,8,33,6013,Philadelphia
3193,2021,8,T2,4487,Philadelphia
3194,2021,8,35,67,Philadelphia
3195,2021,8,T5,5560,Philadelphia
3196,2021,8,37,1692,Philadelphia
3197,2021,8,38,1526,Philadelphia
3198,2021,8,39,913,Philadelphia
3199,2021,8,40,4264,Philadelphia
3200,2021,8,42,5713,Philadelphia
3201,2021,8,43,1178,Philadelphia
3202,2021,8,44,1820,Philadelphia
3203,2021,8,45,3179,Philadelphia
3204,2021,8,46,2571,Philadelphia
3205,2021,8,47,10022,Philadelphia
3206,2021,8,48,4078,Philadelphia
3207,2021,8,49,1731,Philadelphia
3208,2021,8,50,1121,Philadelphia
3209,2021,8,52,6812,Philadelphia
3210,2021,8,53,1249,Philadelphia
3211,2021,8,54,3415,Philadelphia
3212,2021,8,55,2667,Philadelphia
3213,2021,8,56,4973,Philadelphia
3214,2021,8,57,4669,Philadelphia
3215,2021,8,58,3512,Philadelphia
3216,2021,8,59,2058,Philadelphia
3217,2021,8,60,5044,Philadelphia
3218,2021,8,61,2163,Philadelphia
3219,2021,8,62,56,Philadelphia
3220,2021,8,64,2820,Philadelphia
3221,2021,8,65,4045,Philadelphia
3222,2021,8,66,4773,Philadelphia
3223,2021,8,67,1300,Philadelphia
3224,2021,8,68,1340,Philadelphia
3225,2021,8,70,2869,Philadelphia
3226,2021,8,73,935,Philadelphia
3227,2021,8,75,1438,Philadelphia
3228,2021,8,77,382,Philadelphia
3229,2021,8,78,67,Philadelphia
3230,2021,8,79,2505,Philadelphia
3231,2021,8,80,81,Philadelphia
3232,2021,8,84,1302,Philadelphia
3233,2021,8,88,555,Philadelphia
3234,2021,8,89,864,Philadelphia
3235,2021,8,90,241,Philadelphia
3236,2021,8,92,99,Philadelphia
3237,2021,8,93,724,Philadelphia
3238,2021,8,94,172,Philadelphia
3239,2021,8,95,261,Philadelphia
3240,2021,8,96,653,Philadelphia
3241,2021,8,97,349,Philadelphia
3242,2021,8,98,473,Philadelphia
3243,2021,8,99,757,Philadelphia
3244,2021,8,D1,1386,Philadelphia
3245,2021,8,D2,1404,Philadelphia
3246,2021,8,103,494,Philadelphia
3247,2021,8,104,1797,Philadelphia
3248,2021,8,105,707,Philadelphia
3249,2021,8,106,661,Philadelphia
3250,2021,8,107,555,Philadelphia
3251,2021,8,108,3016,Philadelphia
3252,2021,8,109,2755,Philadelphia
3253,2021,8,110,1195,Philadelphia
3254,2021,8,111,737,Philadelphia
3255,2021,8,112,255,Philadelphia
3256,2021,8,113,4022,Philadelphia
3257,2021,8,114,1043,Philadelphia
3258,2021,8,115,508,Philadelphia
3259,2021,8,117,1121,Philadelphia
3260,2021,8,118,185,Philadelphia
3261,2021,8,119,401,Philadelphia
3262,2021,8,120,135,Philadelphia
3263,2021,8,123,547,Philadelphia
3264,2021,8,124,941,Philadelphia
3265,2021,8,125,1012,Philadelphia
3266,2021,8,126,295,Philadelphia
3267,2021,8,127,187,Philadelphia
3268,2021,8,128,234,Philadelphia
3269,2021,8,129,521,Philadelphia
3270,2021,8,130,322,Philadelphia
3271,2021,8,131,367,Philadelphia
3272,2021,8,132,232,Philadelphia
3273,2021,8,133,38,Philadelphia
3274,2021,8,135,368,Philadelphia
3275,2021,8,139,241,Philadelphia
3276,2021,8,150,31,Philadelphia
3277,2021,8,201,31,Philadelphia
3278,2021,8,204,108,Philadelphia
3279,2021,8,206,56,Philadelphia
3280,2021,8,310,218,Philadelphia
3281,2021,8,311,106,Philadelphia
3282,2021,8,47M,674,Philadelphia
3283,2021,8,BLVDDIR,1840,Philadelphia
3284,2021,8,B1 OWL,1048,Philadelphia
3285,2021,8,63,7433,Philadelphia
3286,2021,8,71,2304,Philadelphia
3287,2021,8,41,1217,Philadelphia
3288,2021,8,K,4156,Philadelphia
3289,2021,8,51,2913,Philadelphia
3290,2021,8,LUCYGO,563,Philadelphia
3291,2021,8,LUCYGR,387,Philadelphia
3292,2021,8,L1 OWL,1267,Philadelphia
3293,2021,8,82,4359,Philadelphia
3294,2021,8,81,2361,Philadelphia
3295,2021,9,2,3273,Philadelphia
3296,2021,9,3,5320,Philadelphia
3297,2021,9,4,4037,Philadelphia
3298,2021,9,5,1812,Philadelphia
3299,2021,9,6,3589,Philadelphia
3300,2021,9,7,2921,Philadelphia
3301,2021,9,8,1112,Philadelphia
3302,2021,9,9,2760,Philadelphia
3303,2021,9,T1,4794,Philadelphia
3304,2021,9,T4,5995,Philadelphia
3305,2021,9,12,1521,Philadelphia
3306,2021,9,T3,6169,Philadelphia
3307,2021,9,14,3597,Philadelphia
3308,2021,9,G1,5301,Philadelphia
3309,2021,9,16,4700,Philadelphia
3310,2021,9,17,5609,Philadelphia
3311,2021,9,18,8050,Philadelphia
3312,2021,9,19,755,Philadelphia
3313,2021,9,20,2611,Philadelphia
3314,2021,9,21,6827,Philadelphia
3315,2021,9,22,2592,Philadelphia
3316,2021,9,23,10138,Philadelphia
3317,2021,9,24,1248,Philadelphia
3318,2021,9,25,2770,Philadelphia
3319,2021,9,26,6436,Philadelphia
3320,2021,9,27,2340,Philadelphia
3321,2021,9,28,1029,Philadelphia
3322,2021,9,29,2660,Philadelphia
3323,2021,9,30,786,Philadelphia
3324,2021,9,31,2965,Philadelphia
3325,2021,9,32,3008,Philadelphia
3326,2021,9,33,6848,Philadelphia
3327,2021,9,T2,5547,Philadelphia
3328,2021,9,35,85,Philadelphia
3329,2021,9,T5,6167,Philadelphia
3330,2021,9,37,2051,Philadelphia
3331,2021,9,38,1623,Philadelphia
3332,2021,9,39,1327,Philadelphia
3333,2021,9,40,5108,Philadelphia
3334,2021,9,42,6187,Philadelphia
3335,2021,9,43,1652,Philadelphia
3336,2021,9,44,1916,Philadelphia
3337,2021,9,45,4045,Philadelphia
3338,2021,9,46,3321,Philadelphia
3339,2021,9,47,12022,Philadelphia
3340,2021,9,48,4395,Philadelphia
3341,2021,9,49,1968,Philadelphia
3342,2021,9,50,1226,Philadelphia
3343,2021,9,52,8478,Philadelphia
3344,2021,9,53,1727,Philadelphia
3345,2021,9,54,4539,Philadelphia
3346,2021,9,55,2845,Philadelphia
3347,2021,9,56,6994,Philadelphia
3348,2021,9,57,5909,Philadelphia
3349,2021,9,58,4862,Philadelphia
3350,2021,9,59,2798,Philadelphia
3351,2021,9,60,6210,Philadelphia
3352,2021,9,61,2421,Philadelphia
3353,2021,9,62,66,Philadelphia
3354,2021,9,64,3879,Philadelphia
3355,2021,9,65,4933,Philadelphia
3356,2021,9,66,6178,Philadelphia
3357,2021,9,67,2690,Philadelphia
3358,2021,9,68,1409,Philadelphia
3359,2021,9,70,4845,Philadelphia
3360,2021,9,73,1433,Philadelphia
3361,2021,9,75,1859,Philadelphia
3362,2021,9,77,529,Philadelphia
3363,2021,9,78,48,Philadelphia
3364,2021,9,79,3394,Philadelphia
3365,2021,9,80,138,Philadelphia
3366,2021,9,84,2205,Philadelphia
3367,2021,9,88,1066,Philadelphia
3368,2021,9,89,1038,Philadelphia
3369,2021,9,90,256,Philadelphia
3370,2021,9,92,122,Philadelphia
3371,2021,9,93,680,Philadelphia
3372,2021,9,94,206,Philadelphia
3373,2021,9,95,238,Philadelphia
3374,2021,9,96,729,Philadelphia
3375,2021,9,97,410,Philadelphia
3376,2021,9,98,500,Philadelphia
3377,2021,9,99,697,Philadelphia
3378,2021,9,D1,1923,Philadelphia
3379,2021,9,D2,1948,Philadelphia
3380,2021,9,103,618,Philadelphia
3381,2021,9,104,1871,Philadelphia
3382,2021,9,105,778,Philadelphia
3383,2021,9,106,736,Philadelphia
3384,2021,9,107,579,Philadelphia
3385,2021,9,108,3363,Philadelphia
3386,2021,9,109,2807,Philadelphia
3387,2021,9,110,1312,Philadelphia
3388,2021,9,111,788,Philadelphia
3389,2021,9,112,503,Philadelphia
3390,2021,9,113,4273,Philadelphia
3391,2021,9,114,1143,Philadelphia
3392,2021,9,115,620,Philadelphia
3393,2021,9,117,1224,Philadelphia
3394,2021,9,118,205,Philadelphia
3395,2021,9,119,417,Philadelphia
3396,2021,9,120,234,Philadelphia
3397,2021,9,123,492,Philadelphia
3398,2021,9,124,884,Philadelphia
3399,2021,9,125,926,Philadelphia
3400,2021,9,126,338,Philadelphia
3401,2021,9,127,154,Philadelphia
3402,2021,9,128,234,Philadelphia
3403,2021,9,129,536,Philadelphia
3404,2021,9,130,335,Philadelphia
3405,2021,9,131,372,Philadelphia
3406,2021,9,132,234,Philadelphia
3407,2021,9,133,42,Philadelphia
3408,2021,9,135,432,Philadelphia
3409,2021,9,139,262,Philadelphia
3410,2021,9,150,27,Philadelphia
3411,2021,9,201,34,Philadelphia
3412,2021,9,204,119,Philadelphia
3413,2021,9,206,61,Philadelphia
3414,2021,9,310,216,Philadelphia
3415,2021,9,311,110,Philadelphia
3416,2021,9,47M,739,Philadelphia
3417,2021,9,BLVDDIR,1973,Philadelphia
3418,2021,9,B1 OWL,1079,Philadelphia
3419,2021,9,63,9852,Philadelphia
3420,2021,9,71,2946,Philadelphia
3421,2021,9,41,1720,Philadelphia
3422,2021,9,K,5295,Philadelphia
3423,2021,9,51,3969,Philadelphia
3424,2021,9,LUCYGO,691,Philadelphia
3425,2021,9,LUCYGR,426,Philadelphia
3426,2021,9,L1 OWL,1192,Philadelphia
3427,2021,9,82,5783,Philadelphia
3428,2021,9,81,3200,Philadelphia
3429,2021,10,1,1945,Philadelphia
3430,2021,10,2,3462,Philadelphia
