,service_date,day_type,bus,rail_boardings,total_rides,year,month
8172,2023-05-18,W,525435,390005,915440,2023,5
8173,2023-05-19,W,486435,337006,823441,2023,5
8174,2023-05-20,A,354750,241214,595964,2023,5
8175,2023-05-21,U,273007,193053,466060,2023,5
8176,2023-05-22,W,499608,333292,832900,2023,5
8177,2023-05-23,W,537810,406630,944440,2023,5
8178,2023-05-24,W,535858,401039,936897,2023,5
8179,2023-05-25,W,528009,395099,923108,2023,5
8180,2023-05-26,W,497832,356184,854016,2023,5
8181,2023-05-27,A,340968,290957,631925,2023,5
8182,2023-05-28,U,273385,247157,520542,2023,5
8183,2023-05-29,U,269683,209702,479385,2023,5
8184,2023-05-30,W,517974,382375,900349,2023,5
8185,2023-05-31,W,517111,389469,906580,2023,5
8186,2023-06-01,W,544178,393187,937365,2023,6
8187,2023-06-02,W,514354,386122,900476,2023,6
8188,2023-06-03,A,371914,300646,672560,2023,6
8189,2023-06-04,U,278304,238509,516813,2023,6
8190,2023-06-05,W,511045,350028,861073,2023,6
8191,2023-06-06,W,522067,389250,911317,2023,6
8192,2023-06-07,W,535180,390851,926031,2023,6
8193,2023-06-08,W,493065,387473,880538,2023,6
8194,2023-06-09,W,476837,381247,858084,2023,6
8195,2023-06-10,A,379556,320326,699882,2023,6
8196,2023-06-11,U,239715,193563,433278,2023,6
8197,2023-06-12,W,457944,327050,784994,2023,6
8198,2023-06-13,W,450859,375000,825859,2023,6
8199,2023-06-14,W,493401,392696,886097,2023,6
8200,2023-06-15,W,482965,398441,881406,2023,6
8201,2023-06-16,W,453530,361553,815083,2023,6
8202,2023-06-17,A,372865,295909,668774,2023,6
8203,2023-06-18,U,272736,221073,493809,2023,6
8204,2023-06-19,W,384578,261569,646147,2023,6
8205,2023-06-20,W,488457,375171,863628,2023,6
8206,2023-06-21,W,495689,401487,897176,2023,6
8207,2023-06-22,W,486237,402155,888392,2023,6
8208,2023-06-23,W,469905,383443,853348,2023,6
8209,2023-06-24,A,369643,298557,668200,2023,6
8210,2023-06-25,U,258229,295714,553943,2023,6
8211,2023-06-26,W,445453,323554,769007,2023,6
8212,2023-06-27,W,496729,395754,892483,2023,6
8213,2023-06-28,W,496731,392034,888765,2023,6
8214,2023-06-29,W,470303,393963,864266,2023,6
8215,2023-06-30,W,473836,378120,851956,2023,6
8216,2023-07-01,A,335143,311337,646480,2023,7
8217,2023-07-02,U,170177,192380,362557,2023,7
8218,2023-07-03,W,444738,293378,738116,2023,7
8219,2023-07-04,U,281675,195858,477533,2023,7
8220,2023-07-05,W,448241,324432,772673,2023,7
8221,2023-07-06,W,495284,375201,870485,2023,7
8222,2023-07-07,W,479367,347499,826866,2023,7
8223,2023-07-08,A,352631,259570,612201,2023,7
8224,2023-07-09,U,281445,205204,486649,2023,7
8225,2023-07-10,W,485647,330776,816423,2023,7
8226,2023-07-11,W,483040,372976,856016,2023,7
8227,2023-07-12,W,443121,354104,797225,2023,7
8228,2023-07-13,W,505564,394862,900426,2023,7
8229,2023-07-14,W,476443,373807,850250,2023,7
8230,2023-07-15,A,359874,287408,647282,2023,7
8231,2023-07-16,U,281420,234238,515658,2023,7
8232,2023-07-17,W,480822,349113,829935,2023,7
8233,2023-07-18,W,512122,398713,910835,2023,7
8234,2023-07-19,W,515105,402686,917791,2023,7
8235,2023-07-20,W,502681,414002,916683,2023,7
8236,2023-07-21,W,485225,389288,874513,2023,7
8237,2023-07-22,A,360932,312905,673837,2023,7
8238,2023-07-23,U,288305,247161,535466,2023,7
8239,2023-07-24,W,474506,338496,813002,2023,7
8240,2023-07-25,W,508517,383391,891908,2023,7
8241,2023-07-26,W,478350,371278,849628,2023,7
8242,2023-07-27,W,502581,385163,887744,2023,7
8243,2023-07-28,W,446842,334517,781359,2023,7
8244,2023-07-29,A,364824,286441,651265,2023,7
8245,2023-07-30,U,285496,219936,505432,2023,7
8246,2023-07-31,W,469024,334195,803219,2023,7
8247,2023-08-01,W,528437,389535,917972,2023,8
8248,2023-08-02,W,519583,423358,942941,2023,8
8249,2023-08-03,W,521191,480968,1002159,2023,8
8250,2023-08-04,W,493321,456039,949360,2023,8
8251,2023-08-05,A,338701,346075,684776,2023,8
8252,2023-08-06,U,264872,298188,563060,2023,8
8253,2023-08-07,W,467465,346627,814092,2023,8
8254,2023-08-08,W,508824,388916,897740,2023,8
8255,2023-08-09,W,501770,394563,896333,2023,8
8256,2023-08-10,W,506343,383545,889888,2023,8
8257,2023-08-11,W,472150,370307,842457,2023,8
8258,2023-08-12,A,370464,315090,685554,2023,8
8259,2023-08-13,U,279218,225085,504303,2023,8
8260,2023-08-14,W,408865,290559,699424,2023,8
8261,2023-08-15,W,500013,382517,882530,2023,8
8262,2023-08-16,W,518485,390193,908678,2023,8
8263,2023-08-17,W,484256,366327,850583,2023,8
8264,2023-08-18,W,490626,366654,857280,2023,8
8265,2023-08-19,A,381458,303336,684794,2023,8
8266,2023-08-20,U,296344,239159,535503,2023,8
8267,2023-08-21,W,551302,343866,895168,2023,8
8268,2023-08-22,W,564653,390141,954794,2023,8
8269,2023-08-23,W,531763,365111,896874,2023,8
8270,2023-08-24,W,501750,365055,866805,2023,8
8271,2023-08-25,W,553276,375055,928331,2023,8
8272,2023-08-26,A,361538,273589,635127,2023,8
8273,2023-08-27,U,289983,218533,508516,2023,8
8274,2023-08-28,W,567171,371199,938370,2023,8
8275,2023-08-29,W,585643,418817,1004460,2023,8
8276,2023-08-30,W,589901,420080,1009981,2023,8
8277,2023-08-31,W,579376,413083,992459,2023,8
8278,2023-09-01,W,585674,386812,972486,2023,9
8279,2023-09-02,A,384728,291029,675757,2023,9
8280,2023-09-03,U,309758,248524,558282,2023,9
8281,2023-09-04,U,293106,220411,513517,2023,9
8282,2023-09-05,W,586167,409043,995210,2023,9
8283,2023-09-06,W,578259,425429,1003688,2023,9
8284,2023-09-07,W,597711,442432,1040143,2023,9
8285,2023-09-08,W,555213,397332,952545,2023,9
8286,2023-09-09,A,385592,323033,708625,2023,9
8287,2023-09-10,U,297306,247808,545114,2023,9
8288,2023-09-11,W,504742,356445,861187,2023,9
8289,2023-09-12,W,603242,432403,1035645,2023,9
8290,2023-09-13,W,593103,431950,1025053,2023,9
8291,2023-09-14,W,587439,437320,1024759,2023,9
8292,2023-09-15,W,566708,432176,998884,2023,9
8293,2023-09-16,A,352049,340865,692914,2023,9
8294,2023-09-17,U,252015,219746,471761,2023,9
8295,2023-09-18,W,560810,382031,942841,2023,9
8296,2023-09-19,W,555949,432367,988316,2023,9
8297,2023-09-20,W,599268,447165,1046433,2023,9
8298,2023-09-21,W,581536,449600,1031136,2023,9
8299,2023-09-22,W,525718,400937,926655,2023,9
8300,2023-09-23,A,381816,312772,694588,2023,9
8301,2023-09-24,U,290336,234578,524914,2023,9
8302,2023-09-25,W,552311,370891,923202,2023,9
8303,2023-09-26,W,565172,416619,981791,2023,9
8304,2023-09-27,W,583749,427267,1011016,2023,9
8305,2023-09-28,W,597723,437574,1035297,2023,9
8306,2023-09-29,W,578054,401168,979222,2023,9
8307,2023-09-30,A,391173,301206,692379,2023,9
8308,2023-10-01,U,303953,229368,533321,2023,10
8309,2023-10-02,W,576630,378334,954964,2023,10
8310,2023-10-03,W,619488,434467,1053955,2023,10
8311,2023-10-04,W,610623,445787,1056410,2023,10
8312,2023-10-05,W,584937,447707,1032644,2023,10
8313,2023-10-06,W,559485,428321,987806,2023,10
8314,2023-10-07,A,386990,334134,721124,2023,10
8315,2023-10-08,U,253021,403385,656406,2023,10
8316,2023-10-09,W,452540,366694,819234,2023,10
8317,2023-10-10,W,601129,443465,1044594,2023,10
8318,2023-10-11,W,598019,442594,1040613,2023,10
8319,2023-10-12,W,567954,433731,1001685,2023,10
8320,2023-10-13,W,519462,373986,893448,2023,10
8321,2023-10-14,A,338320,266624,604944,2023,10
8322,2023-10-15,U,293753,222768,516521,2023,10
8323,2023-10-16,W,551971,374520,926491,2023,10
8324,2023-10-17,W,587256,440241,1027497,2023,10
8325,2023-10-18,W,595182,439266,1034448,2023,10
8326,2023-10-19,W,579587,433975,1013562,2023,10
8327,2023-10-20,W,562941,395292,958233,2023,10
8328,2023-10-21,A,364186,309900,674086,2023,10
8329,2023-10-22,U,288942,219804,508746,2023,10
8330,2023-10-23,W,555068,379650,934718,2023,10
8331,2023-10-24,W,598773,434867,1033640,2023,10
8332,2023-10-25,W,570560,426962,997522,2023,10
8333,2023-10-26,W,535013,412606,947619,2023,10
8334,2023-10-27,W,503840,373004,876844,2023,10
8335,2023-10-28,A,360484,275006,635490,2023,10
8336,2023-10-29,U,250473,185823,436296,2023,10
8337,2023-10-30,W,551840,367453,919293,2023,10
8338,2023-10-31,W,520069,390110,910179,2023,10
8339,2023-11-01,W,576336,410084,986420,2023,11
8340,2023-11-02,W,579094,419780,998874,2023,11
8341,2023-11-03,W,563943,373412,937355,2023,11
8342,2023-11-04,A,401704,280222,681926,2023,11
8343,2023-11-05,U,296526,200577,497103,2023,11
8344,2023-11-06,W,568672,375471,944143,2023,11
8345,2023-11-07,W,588549,424318,1012867,2023,11
8346,2023-11-08,W,578329,422082,1000411,2023,11
8347,2023-11-09,W,588110,454074,1042184,2023,11
8348,2023-11-10,W,461731,351382,813113,2023,11
8349,2023-11-11,A,354671,266284,620955,2023,11
8350,2023-11-12,U,294251,195035,489286,2023,11
8351,2023-11-13,W,558320,370511,928831,2023,11
8352,2023-11-14,W,581009,424128,1005137,2023,11
8353,2023-11-15,W,587609,422609,1010218,2023,11
8354,2023-11-16,W,580758,415406,996164,2023,11
8355,2023-11-17,W,544624,418827,963451,2023,11
8356,2023-11-18,A,348044,315864,663908,2023,11
8357,2023-11-19,U,278346,201431,479777,2023,11
8358,2023-11-20,W,472022,334103,806125,2023,11
8359,2023-11-21,W,465329,339605,804934,2023,11
8360,2023-11-22,W,443954,298121,742075,2023,11
8361,2023-11-23,U,187931,128326,316257,2023,11
8362,2023-11-24,W,323157,227199,550356,2023,11
8363,2023-11-25,A,310164,213175,523339,2023,11
8364,2023-11-26,U,219912,160320,380232,2023,11
8365,2023-11-27,W,505729,325992,831721,2023,11
8366,2023-11-28,W,522935,368618,891553,2023,11
8367,2023-11-29,W,553418,387126,940544,2023,11
8368,2023-11-30,W,559855,396342,956197,2023,11
8369,2023-12-01,W,513523,339748,853271,2023,12
8370,2023-12-02,A,358919,260456,619375,2023,12
8371,2023-12-03,U,268845,172945,441790,2023,12
8372,2023-12-04,W,537917,337666,875583,2023,12
8373,2023-12-05,W,556584,384481,941065,2023,12
8374,2023-12-06,W,572732,389802,962534,2023,12
8375,2023-12-07,W,580504,404303,984807,2023,12
8376,2023-12-08,W,561665,372605,934270,2023,12
8377,2023-12-09,A,369433,283097,652530,2023,12
8378,2023-12-10,U,264202,196318,460520,2023,12
8379,2023-12-11,W,517482,326238,843720,2023,12
8380,2023-12-12,W,556451,378617,935068,2023,12
8381,2023-12-13,W,559461,378896,938357,2023,12
8382,2023-12-14,W,558905,384778,943683,2023,12
8383,2023-12-15,W,535654,351722,887376,2023,12
8384,2023-12-16,A,321951,230799,552750,2023,12
8385,2023-12-17,U,271335,184885,456220,2023,12
8386,2023-12-18,W,498940,306545,805485,2023,12
8387,2023-12-19,W,527927,342290,870217,2023,12
8388,2023-12-20,W,540890,343581,884471,2023,12
8389,2023-12-21,W,519383,325377,844760,2023,12
8390,2023-12-22,W,418720,267301,686021,2023,12
8391,2023-12-23,A,341975,206358,548333,2023,12
8392,2023-12-24,U,247277,141693,388970,2023,12
8393,2023-12-25,U,145433,80206,225639,2023,12
8394,2023-12-26,W,360458,208665,569123,2023,12
8395,2023-12-27,W,403147,252136,655283,2023,12
8396,2023-12-28,W,392855,253397,646252,2023,12
8397,2023-12-29,W,415822,261610,677432,2023,12
8398,2023-12-30,A,340207,212901,553108,2023,12
8399,2023-12-31,U,250204,187144,437348,2023,12
8400,2024-01-01,U,205964,152767,358731,2024,1
8401,2024-01-02,W,417384,278216,695600,2024,1
8402,2024-01-03,W,451613,307037,758650,2024,1
8403,2024-01-04,W,460277,317437,777714,2024,1
8404,2024-01-05,W,445488,280897,726385,2024,1
8405,2024-01-06,A,308872,196983,505855,2024,1
8406,2024-01-07,U,249187,152158,401345,2024,1
8407,2024-01-08,W,517198,326817,844015,2024,1
8408,2024-01-09,W,478685,330005,808690,2024,1
8409,2024-01-10,W,548560,369768,918328,2024,1
8410,2024-01-11,W,552911,377922,930833,2024,1
8411,2024-01-12,W,368347,239249,607596,2024,1
8412,2024-01-13,A,286037,183824,469861,2024,1
8413,2024-01-14,U,146724,93057,239781,2024,1
8414,2024-01-15,W,206791,127069,333860,2024,1
8415,2024-01-16,W,280514,185903,466417,2024,1
8416,2024-01-17,W,466850,322741,789591,2024,1
8417,2024-01-18,W,521058,362414,883472,2024,1
8418,2024-01-19,W,462986,293650,756636,2024,1
8419,2024-01-20,A,301556,191705,493261,2024,1
8420,2024-01-21,U,227288,147028,374316,2024,1
8421,2024-01-22,W,518106,336751,854857,2024,1
8422,2024-01-23,W,521585,369664,891249,2024,1
8423,2024-01-24,W,549204,389714,938918,2024,1
8424,2024-01-25,W,554313,390971,945284,2024,1
8425,2024-01-26,W,534739,329826,864565,2024,1
8426,2024-01-27,A,349068,222033,571101,2024,1
8427,2024-01-28,U,255458,158081,413539,2024,1
8428,2024-01-29,W,545769,340556,886325,2024,1
8429,2024-01-30,W,571297,388718,960015,2024,1
8430,2024-01-31,W,579236,389322,968558,2024,1
8431,2024-02-01,W,601932,393012,994944,2024,2
8432,2024-02-02,W,558905,329307,888212,2024,2
8433,2024-02-03,A,372165,230410,602575,2024,2
8434,2024-02-04,U,274654,168339,442993,2024,2
8435,2024-02-05,W,558625,339256,897881,2024,2
8436,2024-02-06,W,595983,390513,986496,2024,2
8437,2024-02-07,W,595233,389227,984460,2024,2
8438,2024-02-08,W,584729,391355,976084,2024,2
8439,2024-02-09,W,515769,333453,849222,2024,2
8440,2024-02-10,A,373420,231891,605311,2024,2
8441,2024-02-11,U,277432,165836,443268,2024,2
8442,2024-02-12,W,534181,325070,859251,2024,2
8443,2024-02-13,W,598961,395880,994841,2024,2
8444,2024-02-14,W,595347,397294,992641,2024,2
8445,2024-02-15,W,568392,387472,955864,2024,2
8446,2024-02-16,W,533701,325332,859033,2024,2
8447,2024-02-17,A,340993,224306,565299,2024,2
8448,2024-02-18,U,280002,189881,469883,2024,2
8449,2024-02-19,W,417871,271357,689228,2024,2
8450,2024-02-20,W,591252,389327,980579,2024,2
8451,2024-02-21,W,600241,395915,996156,2024,2
8452,2024-02-22,W,587867,396466,984333,2024,2
8453,2024-02-23,W,551392,336416,887808,2024,2
8454,2024-02-24,A,345189,225233,570422,2024,2
8455,2024-02-25,U,280214,175446,455660,2024,2
8456,2024-02-26,W,560355,347691,908046,2024,2
8457,2024-02-27,W,587359,392420,979779,2024,2
8458,2024-02-28,W,549028,375242,924270,2024,2
8459,2024-02-29,W,577283,386672,963955,2024,2
8460,2024-03-01,W,569569,335736,905305,2024,3
8461,2024-03-02,A,389713,252550,642263,2024,3
8462,2024-03-03,U,298601,184885,483486,2024,3
8463,2024-03-04,W,556051,334107,890158,2024,3
8464,2024-03-05,W,570139,383689,953828,2024,3
8465,2024-03-06,W,595103,393574,988677,2024,3
8466,2024-03-07,W,580398,390865,971263,2024,3
8467,2024-03-08,W,488443,314783,803226,2024,3
8468,2024-03-09,A,379680,245369,625049,2024,3
8469,2024-03-10,U,280181,178611,458792,2024,3
8470,2024-03-11,W,567851,351801,919652,2024,3
8471,2024-03-12,W,599389,411314,1010703,2024,3
8472,2024-03-13,W,597287,416180,1013467,2024,3
8473,2024-03-14,W,539322,393348,932670,2024,3
8474,2024-03-15,W,566639,386514,953153,2024,3
8475,2024-03-16,A,399006,499424,898430,2024,3
8476,2024-03-17,U,281004,206731,487735,2024,3
8477,2024-03-18,W,535201,346463,881664,2024,3
8478,2024-03-19,W,583292,396834,980126,2024,3
8479,2024-03-20,W,584856,392077,976933,2024,3
8480,2024-03-21,W,564484,383735,948219,2024,3
8481,2024-03-22,W,491011,318712,809723,2024,3
8482,2024-03-23,A,373194,249326,622520,2024,3
8483,2024-03-24,U,279349,206108,485457,2024,3
8484,2024-03-25,W,474355,319635,793990,2024,3
8485,2024-03-26,W,514563,359360,873923,2024,3
8486,2024-03-27,W,515194,364672,879866,2024,3
8487,2024-03-28,W,513043,374590,887633,2024,3
8488,2024-03-29,W,480044,313507,793551,2024,3
8489,2024-03-30,A,375490,244072,619562,2024,3
8490,2024-03-31,U,251600,158867,410467,2024,3
8491,2024-04-01,W,478962,333881,812843,2024,4
8492,2024-04-02,W,570490,393519,964009,2024,4
8493,2024-04-03,W,572710,395413,968123,2024,4
8494,2024-04-04,W,575373,401414,976787,2024,4
8495,2024-04-05,W,576732,375602,952334,2024,4
8496,2024-04-06,A,397658,286304,683962,2024,4
8497,2024-04-07,U,256839,185460,442299,2024,4
8498,2024-04-08,W,560623,352426,913049,2024,4
8499,2024-04-09,W,593688,400628,994316,2024,4
8500,2024-04-10,W,604655,405524,1010179,2024,4
8501,2024-04-11,W,557100,397195,954295,2024,4
8502,2024-04-12,W,582983,365492,948475,2024,4
8503,2024-04-13,A,412391,281343,693734,2024,4
8504,2024-04-14,U,327938,210780,538718,2024,4
8505,2024-04-15,W,588349,369259,957608,2024,4
8506,2024-04-16,W,599597,405400,1004997,2024,4
8507,2024-04-17,W,600084,408474,1008558,2024,4
8508,2024-04-18,W,606325,417750,1024075,2024,4
8509,2024-04-19,W,591814,383321,975135,2024,4
8510,2024-04-20,A,406861,279746,686607,2024,4
8511,2024-04-21,U,307107,203722,510829,2024,4
8512,2024-04-22,W,576206,353190,929396,2024,4
8513,2024-04-23,W,600004,410045,1010049,2024,4
8514,2024-04-24,W,599179,416815,1015994,2024,4
8515,2024-04-25,W,615343,428724,1044067,2024,4
8516,2024-04-26,W,554146,355278,909424,2024,4
8517,2024-04-27,A,419731,286199,705930,2024,4
8518,2024-04-28,U,293589,196481,490070,2024,4
8519,2024-04-29,W,556233,349857,906090,2024,4
8520,2024-04-30,W,632501,409097,1041598,2024,4
8521,2024-05-01,W,644438,416920,1061358,2024,5
8522,2024-05-02,W,600203,409105,1009308,2024,5
8523,2024-05-03,W,608085,388593,996678,2024,5
8524,2024-05-04,A,418067,299808,717875,2024,5
8525,2024-05-05,U,317248,226928,544176,2024,5
8526,2024-05-06,W,597540,379559,977099,2024,5
8527,2024-05-07,W,572181,412646,984827,2024,5
8528,2024-05-08,W,624927,443868,1068795,2024,5
8529,2024-05-09,W,569230,406557,975787,2024,5
8530,2024-05-10,W,591810,378284,970094,2024,5
8531,2024-05-11,A,416481,273276,689757,2024,5
8532,2024-05-12,U,318883,203067,521950,2024,5
8533,2024-05-13,W,550608,349237,899845,2024,5
8534,2024-05-14,W,598482,410254,1008736,2024,5
8535,2024-05-15,W,615430,419635,1035065,2024,5
8536,2024-05-16,W,601542,434466,1036008,2024,5
8537,2024-05-17,W,595193,402254,997447,2024,5
8538,2024-05-18,A,430341,315833,746174,2024,5
8539,2024-05-19,U,329129,250996,580125,2024,5
8540,2024-05-20,W,561715,366053,927768,2024,5
8541,2024-05-21,W,618559,443937,1062496,2024,5
8542,2024-05-22,W,621123,450124,1071247,2024,5
8543,2024-05-23,W,609570,457738,1067308,2024,5
8544,2024-05-24,W,557209,368883,926092,2024,5
8545,2024-05-25,A,420064,342285,762349,2024,5
8546,2024-05-26,U,279820,220267,500087,2024,5
8547,2024-05-27,U,306648,205186,511834,2024,5
8548,2024-05-28,W,585174,396139,981313,2024,5
8549,2024-05-29,W,612055,423439,1035494,2024,5
8550,2024-05-30,W,604848,424200,1029048,2024,5
8551,2024-05-31,W,590998,410904,1001902,2024,5
8552,2024-06-01,A,359226,257545,616771,2024,6
8553,2024-06-02,U,347275,256837,604112,2024,6
8554,2024-06-03,W,594326,377947,972273,2024,6
8555,2024-06-04,W,602909,443126,1046035,2024,6
8556,2024-06-05,W,602717,450039,1052756,2024,6
8557,2024-06-06,W,606273,440625,1046898,2024,6
8558,2024-06-07,W,538174,384835,923009,2024,6
8559,2024-06-08,A,388074,295372,683446,2024,6
8560,2024-06-09,U,338317,265680,603997,2024,6
8561,2024-06-10,W,521105,360674,881779,2024,6
8562,2024-06-11,W,556731,415884,972615,2024,6
8563,2024-06-12,W,576142,423834,999976,2024,6
8564,2024-06-13,W,541343,414773,956116,2024,6
8565,2024-06-14,W,536639,412548,949187,2024,6
8566,2024-06-15,A,421892,329557,751449,2024,6
8567,2024-06-16,U,314305,239123,553428,2024,6
8568,2024-06-17,W,500089,363300,863389,2024,6
8569,2024-06-18,W,551782,426829,978611,2024,6
8570,2024-06-19,W,482860,349203,832063,2024,6
8571,2024-06-20,W,548449,411020,959469,2024,6
8572,2024-06-21,W,539303,406032,945335,2024,6
8573,2024-06-22,A,430009,334791,764800,2024,6
8574,2024-06-23,U,333514,259057,592571,2024,6
8575,2024-06-24,W,535003,366575,901578,2024,6
8576,2024-06-25,W,537591,390929,928520,2024,6
8577,2024-06-26,W,586929,426272,1013201,2024,6
8578,2024-06-27,W,573982,434454,1008436,2024,6
8579,2024-06-28,W,519127,372226,891353,2024,6
8580,2024-06-29,A,426204,296659,722863,2024,6
8581,2024-06-30,U,332479,322925,655404,2024,6
8582,2024-07-01,W,556122,362056,918178,2024,7
8583,2024-07-02,W,554430,411251,965681,2024,7
8584,2024-07-03,W,575361,404738,980099,2024,7
8585,2024-07-04,U,319593,237409,557002,2024,7
8586,2024-07-05,W,472097,346546,818643,2024,7
8587,2024-07-06,A,400805,322596,723401,2024,7
8588,2024-07-07,U,304485,241639,546124,2024,7
8589,2024-07-08,W,523371,364702,888073,2024,7
8590,2024-07-09,W,543503,400891,944394,2024,7
8591,2024-07-10,W,560627,409640,970267,2024,7
8592,2024-07-11,W,569850,418692,988542,2024,7
8593,2024-07-12,W,548479,381120,929599,2024,7
8594,2024-07-13,A,424138,300881,725019,2024,7
8595,2024-07-14,U,303034,217483,520517,2024,7
8596,2024-07-15,W,514909,360359,875268,2024,7
8597,2024-07-16,W,565584,408295,973879,2024,7
8598,2024-07-17,W,579034,417491,996525,2024,7
8599,2024-07-18,W,563700,423510,987210,2024,7
8600,2024-07-19,W,536479,407254,943733,2024,7
8601,2024-07-20,A,415213,336971,752184,2024,7
8602,2024-07-21,U,336062,262703,598765,2024,7
8603,2024-07-22,W,536657,384948,921605,2024,7
8604,2024-07-23,W,563934,431681,995615,2024,7
8605,2024-07-24,W,574946,434300,1009246,2024,7
8606,2024-07-25,W,571492,427841,999333,2024,7
8607,2024-07-26,W,543502,393133,936635,2024,7
8608,2024-07-27,A,426551,328573,755124,2024,7
8609,2024-07-28,U,305854,225835,531689,2024,7
8610,2024-07-29,W,499487,347579,847066,2024,7
8611,2024-07-30,W,564465,418450,982915,2024,7
8612,2024-07-31,W,553120,451191,1004311,2024,7
8613,2024-08-01,W,554928,506493,1061421,2024,8
8614,2024-08-02,W,540073,474521,1014594,2024,8
8615,2024-08-03,A,424966,401995,826961,2024,8
8616,2024-08-04,U,330850,304125,634975,2024,8
8617,2024-08-05,W,501014,373023,874037,2024,8
8618,2024-08-06,W,536195,418245,954440,2024,8
8619,2024-08-07,W,572289,435129,1007418,2024,8
8620,2024-08-08,W,555177,415675,970852,2024,8
8621,2024-08-09,W,534634,407471,942105,2024,8
8622,2024-08-10,A,429880,355517,785397,2024,8
8623,2024-08-11,U,335905,277892,613797,2024,8
8624,2024-08-12,W,511004,367635,878639,2024,8
8625,2024-08-13,W,561949,432482,994431,2024,8
8626,2024-08-14,W,566338,414324,980662,2024,8
8627,2024-08-15,W,519903,391361,911264,2024,8
8628,2024-08-16,W,526888,392699,919587,2024,8
8629,2024-08-17,A,388616,312275,700891,2024,8
8630,2024-08-18,U,319383,253295,572678,2024,8
8631,2024-08-19,W,498548,335708,834256,2024,8
8632,2024-08-20,W,521241,361335,882576,2024,8
8633,2024-08-21,W,528372,364450,892822,2024,8
8634,2024-08-22,W,529364,377301,906665,2024,8
8635,2024-08-23,W,519640,368235,887875,2024,8
8636,2024-08-24,A,404561,296195,700756,2024,8
8637,2024-08-25,U,325668,239814,565482,2024,8
8638,2024-08-26,W,596306,376308,972614,2024,8
8639,2024-08-27,W,583649,409119,992768,2024,8
8640,2024-08-28,W,637588,442189,1079777,2024,8
8641,2024-08-29,W,644581,469123,1113704,2024,8
8642,2024-08-30,W,606824,417283,1024107,2024,8
8643,2024-08-31,A,428266,353476,781742,2024,8
8644,2024-09-01,U,344967,290763,635730,2024,9
8645,2024-09-02,U,325776,239695,565471,2024,9
8646,2024-09-03,W,654167,437190,1091357,2024,9
8647,2024-09-04,W,653220,454140,1107360,2024,9
8648,2024-09-05,W,644748,447217,1091965,2024,9
8649,2024-09-06,W,616701,434618,1051319,2024,9
8650,2024-09-07,A,409867,335343,745210,2024,9
8651,2024-09-08,U,320438,267262,587700,2024,9
8652,2024-09-09,W,618371,405350,1023721,2024,9
8653,2024-09-10,W,646216,451939,1098155,2024,9
8654,2024-09-11,W,655564,452664,1108228,2024,9
8655,2024-09-12,W,637736,454382,1092118,2024,9
8656,2024-09-13,W,610703,407861,1018564,2024,9
8657,2024-09-14,A,412078,324266,736344,2024,9
8658,2024-09-15,U,308413,257266,565679,2024,9
8659,2024-09-16,W,607976,412568,1020544,2024,9
8660,2024-09-17,W,651158,466890,1118048,2024,9
8661,2024-09-18,W,655614,467380,1122994,2024,9
8662,2024-09-19,W,652616,478448,1131064,2024,9
8663,2024-09-20,W,622603,444850,1067453,2024,9
8664,2024-09-21,A,433756,343362,777118,2024,9
8665,2024-09-22,U,271129,219586,490715,2024,9
8666,2024-09-23,W,613582,407176,1020758,2024,9
8667,2024-09-24,W,582939,434551,1017490,2024,9
8668,2024-09-25,W,669879,472330,1142209,2024,9
8669,2024-09-26,W,659106,474890,1133996,2024,9
8670,2024-09-27,W,564419,418093,982512,2024,9
8671,2024-09-28,A,384642,312755,697397,2024,9
8672,2024-09-29,U,312714,246922,559636,2024,9
8673,2024-09-30,W,619994,406220,1026214,2024,9
8674,2024-10-01,W,675858,457355,1133213,2024,10
8675,2024-10-02,W,663546,452173,1115719,2024,10
8676,2024-10-03,W,670461,454449,1124910,2024,10
8677,2024-10-04,W,619444,409598,1029042,2024,10
8678,2024-10-05,A,431370,318359,749729,2024,10
8679,2024-10-06,U,336190,248486,584676,2024,10
8680,2024-10-07,W,623133,406230,1029363,2024,10
8681,2024-10-08,W,652969,459661,1112630,2024,10
8682,2024-10-09,W,661361,467517,1128878,2024,10
8683,2024-10-10,W,650278,485221,1135499,2024,10
8684,2024-10-11,W,624145,456909,1081054,2024,10
8685,2024-10-12,A,427732,369877,797609,2024,10
8686,2024-10-13,U,280965,466771,747736,2024,10
8687,2024-10-14,W,486971,384342,871313,2024,10
8688,2024-10-15,W,582685,444249,1026934,2024,10
8689,2024-10-16,W,652964,462121,1115085,2024,10
8690,2024-10-17,W,650082,466090,1116172,2024,10
8691,2024-10-18,W,627426,413404,1040830,2024,10
8692,2024-10-19,A,425987,354109,780096,2024,10
8693,2024-10-20,U,321239,239392,560631,2024,10
8694,2024-10-21,W,619582,403752,1023334,2024,10
8695,2024-10-22,W,642373,451887,1094260,2024,10
8696,2024-10-23,W,653689,461471,1115160,2024,10
8697,2024-10-24,W,654696,465121,1119817,2024,10
8698,2024-10-25,W,611655,408835,1020490,2024,10
8699,2024-10-26,A,427475,296326,723801,2024,10
8700,2024-10-27,U,312965,215594,528559,2024,10
8701,2024-10-28,W,611041,389359,1000400,2024,10
8702,2024-10-29,W,652674,444706,1097380,2024,10
8703,2024-10-30,W,657942,451915,1109857,2024,10
8704,2024-10-31,W,605292,425596,1030888,2024,10
